calc label energy
sn2_A_D_A_E_A_A_sn2_D_D_A_E_A_A sn2_A_D_A_E_A_A_sn2_D_D_A_E_A_A -312.744139653849
sn2_C_D_A_E_A_B_sn2_A_D_A_E_A_B sn2_C_D_A_E_A_B_sn2_A_D_A_E_A_B -372.740061169392
sn2_A_E_E_B_C_B_sn2_A_E_A_B_C_B sn2_A_E_E_B_C_B_sn2_A_E_A_B_C_B -3010.960349835315
sn2_C_D_E_D_A_B_sn2_A_D_E_D_A_B sn2_C_D_E_D_A_B_sn2_A_D_E_D_A_B -411.944090190641
sn2_A_C_C_E_C_D_sn2_A_C_C_E_C_B sn2_A_C_C_E_C_D_sn2_A_C_C_E_C_B -2990.952564768340
sn2_D_B_A_A_B_A_sn2_D_B_E_A_B_A sn2_D_B_A_A_B_A_sn2_D_B_E_A_B_A -837.772771431615
sn2_E_A_C_A_A_A_sn2_E_C_C_A_A_A sn2_E_A_C_A_A_A_sn2_E_C_C_A_A_A -418.545591827993
sn2_A_C_C_E_B_D_sn2_A_C_E_E_B_D sn2_A_C_C_E_B_D_sn2_A_C_E_E_B_D -3314.155882856026
sn2_B_C_A_A_A_A_sn2_B_C_D_A_A_A sn2_B_C_A_A_A_A_sn2_B_C_D_A_A_A -514.602453121039
sn2_A_C_A_A_C_C_sn2_A_A_A_A_C_C sn2_A_C_A_A_C_C_sn2_A_A_A_A_C_C -3203.694853642422
sn2_E_C_C_D_A_A_sn2_E_C_C_A_A_A sn2_E_C_C_D_A_A_sn2_E_C_C_A_A_A -418.545591827993
sn2_E_E_B_C_A_D_sn2_E_B_B_C_A_D sn2_E_E_B_C_A_D_sn2_E_B_B_C_A_D -2829.958674023811
sn2_E_B_E_C_A_D_sn2_E_B_B_C_A_D sn2_E_B_E_C_A_D_sn2_E_B_B_C_A_D -2829.958674023811
sn2_C_D_A_C_B_A_sn2_C_D_A_C_C_A sn2_C_D_A_C_B_A_sn2_C_D_A_C_C_A -2875.745568887422
sn2_D_A_B_A_C_D_sn2_D_A_B_A_C_B sn2_D_A_B_A_C_D_sn2_D_A_B_A_C_B -2994.926492569307
sn2_D_A_A_C_A_C_sn2_D_A_A_C_A_D sn2_D_A_A_C_A_C_sn2_D_A_A_C_A_D -2882.843274553141
sn2_A_B_C_A_C_D_sn2_A_B_E_A_C_D sn2_A_B_C_A_C_D_sn2_A_B_E_A_C_D -5408.975775300059
sn2_A_E_C_B_B_B_sn2_A_E_A_B_B_B sn2_A_E_C_B_B_B_sn2_A_E_A_B_B_B -824.870775960410
sn2_A_D_D_A_A_B_sn2_E_D_D_A_A_B sn2_A_D_D_A_A_B_sn2_E_D_D_A_A_B -409.607121647773
sn2_E_B_A_A_A_A_sn2_E_E_A_A_A_A sn2_E_B_A_A_A_A_sn2_E_E_A_A_A_A -422.503500390019
sn2_C_C_D_D_A_C_sn2_C_D_D_D_A_C sn2_C_C_D_D_A_C_sn2_C_D_D_D_A_C -848.045058678408
sn2_E_A_D_D_C_B_sn2_E_A_D_B_C_B sn2_E_A_D_D_C_B_sn2_E_A_D_B_C_B -3050.171189677638
sn2_C_E_C_A_C_B_sn2_E_E_C_A_C_B sn2_C_E_C_A_C_B_sn2_E_E_C_A_C_B -2940.413039212985
sn2_D_E_C_E_B_A_sn2_D_E_A_E_B_A sn2_D_E_C_E_B_A_sn2_D_E_A_E_B_A -688.821079219709
sn2_B_E_A_A_B_B_sn2_E_E_A_A_B_B sn2_B_E_A_A_B_B_sn2_E_E_A_A_B_B -840.903234254180
sn2_C_E_A_A_C_A_sn2_C_D_A_A_C_A sn2_C_E_A_A_C_A_sn2_C_D_A_A_C_A -2854.910419651752
sn2_A_E_C_D_A_C_sn2_A_E_E_D_A_C sn2_A_E_C_D_A_C_sn2_A_E_E_D_A_C -824.883363544488
sn2_C_D_E_D_B_C_sn2_D_D_E_D_B_C sn2_C_D_E_D_B_C_sn2_D_D_E_D_B_C -1294.646968507576
sn2_D_A_A_C_A_A_sn2_D_A_A_A_A_A sn2_D_A_A_C_A_A_sn2_D_A_A_A_A_A -218.321053061272
sn2_C_C_A_E_C_A_sn2_C_C_A_A_C_A sn2_C_C_A_E_C_A_sn2_C_C_A_A_C_A -2836.550717278486
sn2_D_D_D_A_B_B_sn2_B_D_D_A_B_B sn2_D_D_D_A_B_B_sn2_B_D_D_A_B_B -920.927176750697
sn2_D_C_D_E_A_D_sn2_E_C_D_E_A_D sn2_D_C_D_E_A_D_sn2_E_C_D_E_A_D -2990.958647038119
sn2_C_A_E_E_A_B_sn2_D_A_E_E_A_B sn2_C_A_E_E_A_B_sn2_D_A_E_E_A_B -427.980453467456
sn2_A_A_E_A_C_A_sn2_A_B_E_A_C_A sn2_A_A_E_A_C_A_sn2_A_B_E_A_C_A -2825.177998752798
sn2_C_E_C_C_A_C_sn2_C_A_C_C_A_C sn2_C_E_C_C_A_C_sn2_C_A_C_C_A_C -730.439875824156
sn2_A_A_A_D_B_B_sn2_A_A_A_A_B_B sn2_A_A_A_D_B_B_sn2_A_A_A_A_B_B -934.608526395617
sn2_A_C_A_D_C_C_sn2_A_C_A_B_C_C sn2_A_C_A_D_C_C_sn2_A_C_A_B_C_C -3407.853917637593
sn2_D_A_D_E_B_C_sn2_D_D_D_E_B_C sn2_D_A_D_E_B_C_sn2_D_D_D_E_B_C -1333.847875503600
sn2_A_A_B_E_A_C_sn2_A_E_B_E_A_C sn2_A_A_B_E_A_C_sn2_A_E_B_E_A_C -824.865425894539
sn2_A_D_A_E_A_A_sn2_A_D_E_E_A_A sn2_A_D_A_E_A_A_sn2_A_D_E_E_A_A -351.949503851423
sn2_B_D_A_A_B_C_sn2_B_D_A_A_B_D sn2_B_D_A_A_B_C_sn2_B_D_A_A_B_D -3354.964907463853
sn2_D_A_A_B_B_B_sn2_D_A_A_E_B_B sn2_D_A_A_B_B_B_sn2_D_A_A_E_B_B -822.520068192130
sn2_E_D_D_C_A_B_sn2_E_D_D_A_A_B sn2_E_D_D_C_A_B_sn2_E_D_D_A_A_B -409.607121647773
sn2_B_A_E_E_A_B_sn2_D_A_E_E_A_B sn2_B_A_E_E_A_B_sn2_D_A_E_E_A_B -427.980453466419
sn2_C_D_D_A_B_A_sn2_D_D_D_A_B_A sn2_C_D_D_A_B_A_sn2_D_D_D_A_B_A -656.754367955047
sn2_C_A_A_B_B_C_sn2_C_A_A_B_A_C sn2_C_A_A_B_B_C_sn2_C_A_A_B_A_C -934.604866497019
sn2_A_D_A_A_B_B_sn2_A_C_A_A_B_B sn2_A_D_A_A_B_B_sn2_A_C_A_A_B_B -1013.010634898399
sn2_A_B_D_A_A_B_sn2_D_B_D_A_A_B sn2_A_B_D_A_A_B_sn2_D_B_D_A_A_B -560.895110600112
sn2_C_C_B_E_A_C_sn2_C_C_B_D_A_C sn2_C_C_B_E_A_C_sn2_C_C_B_D_A_C -769.642065117759
sn2_D_D_A_A_C_A_sn2_D_D_A_E_C_A sn2_D_D_A_A_C_A_sn2_D_D_A_E_C_A -2785.975963130618
sn2_E_C_C_A_A_B_sn2_E_C_C_A_A_A sn2_E_C_C_A_A_B_sn2_E_C_C_A_A_A -418.545607742010
sn2_E_C_D_A_A_B_sn2_E_D_D_A_A_B sn2_E_C_D_A_A_B_sn2_E_D_D_A_A_B -409.607121775187
sn2_A_A_D_A_A_D_sn2_A_A_D_B_A_D sn2_A_A_D_A_A_D_sn2_A_A_D_B_A_D -2901.252806216501
sn2_A_B_A_B_A_B_sn2_A_D_A_B_A_B sn2_A_B_A_B_A_B_sn2_A_D_A_B_A_B -521.688893630734
sn2_E_C_A_D_A_C_sn2_E_E_A_D_A_C sn2_E_C_A_D_A_C_sn2_E_E_A_D_A_C -877.759179851565
sn2_D_E_A_C_A_A_sn2_D_D_A_C_A_A sn2_D_E_A_C_A_A_sn2_D_D_A_C_A_A -328.798244114444
sn2_C_D_C_A_C_B_sn2_C_D_C_A_C_A sn2_C_D_C_A_C_B_sn2_C_D_C_A_C_A -2875.747704240810
sn2_A_B_E_C_B_A_sn2_A_B_A_C_B_A sn2_A_B_E_C_B_A_sn2_A_B_A_C_B_A -837.778103741881
sn2_D_D_C_E_C_A_sn2_D_D_E_E_C_A sn2_D_D_C_E_C_A_sn2_D_D_E_E_C_A -2841.210522973235
sn2_D_D_E_A_A_D_sn2_D_C_E_A_A_D sn2_D_D_E_A_A_D_sn2_D_C_E_A_A_D -3050.155882939992
sn2_A_A_A_C_A_C_sn2_A_A_A_A_A_C sn2_A_A_A_C_A_C_sn2_A_A_A_A_A_C -824.865425894539
sn2_A_E_B_E_A_A_sn2_A_E_B_E_A_B sn2_A_E_B_E_A_A_sn2_A_E_B_E_A_B -592.962025783922
sn2_E_C_A_D_A_C_sn2_E_C_A_B_A_C sn2_E_C_A_D_A_C_sn2_E_C_A_B_A_C -808.847074307222
sn2_C_A_D_C_C_B_sn2_C_A_D_A_C_B sn2_C_A_D_C_C_B_sn2_C_A_D_A_C_B -2882.843858267290
sn2_A_E_A_D_C_A_sn2_A_C_A_D_C_A sn2_A_E_A_D_C_A_sn2_A_C_A_D_C_A -2783.663083539188
sn2_A_C_C_B_A_B_sn2_A_C_C_A_A_B sn2_A_C_C_B_A_B_sn2_A_C_C_A_A_B -462.493880731631
sn2_E_D_E_C_C_A_sn2_E_D_E_E_C_A sn2_E_D_E_C_C_A_sn2_E_D_E_E_C_A -2911.766266347916
sn2_C_A_B_C_A_A_sn2_D_A_B_C_A_A sn2_C_A_B_C_A_A_sn2_D_A_B_C_A_A -349.620632290566
sn2_D_A_B_D_C_B_sn2_D_A_B_E_C_B sn2_D_A_B_D_C_B_sn2_D_A_B_E_C_B -3050.164597562306
sn2_E_A_A_D_A_C_sn2_E_E_A_D_A_C sn2_E_A_A_D_A_C_sn2_E_E_A_D_A_C -877.759179851565
sn2_E_A_A_A_A_B_sn2_E_D_A_A_A_B sn2_E_A_A_A_A_B_sn2_E_D_A_A_A_B -427.992553510111
sn2_C_E_A_A_C_B_sn2_D_E_A_A_C_B sn2_C_E_A_A_C_B_sn2_D_E_A_A_C_B -3050.149704111679
sn2_E_C_A_A_A_C_sn2_E_E_A_A_A_C sn2_E_C_A_A_A_C_sn2_E_E_A_A_A_C -881.725504995171
sn2_A_A_A_E_B_B_sn2_A_E_A_E_B_B sn2_A_A_A_E_B_B_sn2_A_E_A_E_B_B -748.815240996983
sn2_A_D_D_C_B_A_sn2_A_B_D_C_B_A sn2_A_D_D_C_B_A_sn2_A_B_D_C_B_A -686.482996541825
sn2_B_A_A_A_A_A_sn2_A_A_A_A_A_A sn2_B_A_A_A_A_A_sn2_A_A_A_A_A_A -384.020277031668
sn2_D_B_C_D_A_C_sn2_D_B_A_D_A_C sn2_D_B_C_D_A_C_sn2_D_B_A_D_A_C -920.927175597158
sn2_C_A_C_E_B_D_sn2_C_A_C_E_B_A sn2_C_A_C_E_B_D_sn2_C_A_C_E_B_A -778.569528136733
sn2_A_B_E_D_B_A_sn2_A_B_E_D_C_A sn2_A_B_E_D_B_A_sn2_A_B_E_D_C_A -2950.961333634466
sn2_A_D_C_D_A_B_sn2_A_D_E_D_A_B sn2_A_D_C_D_A_B_sn2_A_D_E_D_A_B -411.944090190646
sn2_A_A_E_E_C_A_sn2_A_A_D_E_C_A sn2_A_A_E_E_C_A_sn2_A_A_D_E_C_A -2746.795979163577
sn2_C_E_A_B_A_B_sn2_E_E_A_B_A_B sn2_C_E_A_B_A_B_sn2_E_E_A_B_A_B -629.809787935275
sn2_D_A_E_A_A_B_sn2_D_D_E_A_A_B sn2_D_A_E_A_A_B_sn2_D_D_E_A_A_B -411.942014877323
sn2_D_A_E_E_A_A_sn2_D_A_E_E_A_B sn2_D_A_E_E_A_A_sn2_D_A_E_E_A_B -427.980453466419
sn2_A_A_A_E_B_A_sn2_A_A_A_E_C_A sn2_A_A_A_E_B_A_sn2_A_A_A_E_C_A -2707.590892996953
sn2_A_D_E_E_A_B_sn2_A_D_A_E_A_B sn2_A_D_E_E_A_B_sn2_A_D_A_E_A_B -372.740061169337
sn2_C_E_C_E_B_A_sn2_C_C_C_E_B_A sn2_C_E_C_E_B_A_sn2_C_C_C_E_B_A -762.547500882717
sn2_A_A_A_D_C_A_sn2_A_C_A_D_C_A sn2_A_A_A_D_C_A_sn2_A_C_A_D_C_A -2783.663083539188
sn2_A_C_A_A_A_A_sn2_A_D_A_A_A_A sn2_A_C_A_A_A_A_sn2_A_D_A_A_A_A -218.321069361689
sn2_A_E_A_D_C_B_sn2_A_E_A_B_C_B sn2_A_E_A_D_C_B_sn2_A_E_A_B_C_B -2901.228505249438
sn2_D_A_E_A_B_A_sn2_D_B_E_A_B_A sn2_D_A_E_A_B_A_sn2_D_B_E_A_B_A -837.772771431615
sn2_D_D_E_A_B_A_sn2_D_D_D_A_B_A sn2_D_D_E_A_B_A_sn2_D_D_D_A_B_A -670.454709720760
sn2_A_D_D_B_A_B_sn2_A_D_A_B_A_B sn2_A_D_D_B_A_B_sn2_A_D_A_B_A_B -521.688893630734
sn2_A_B_D_A_A_C_sn2_A_B_C_A_A_C sn2_A_B_D_A_A_C_sn2_A_B_C_A_A_C -934.606810986424
sn2_A_C_D_E_A_A_sn2_A_D_D_E_A_A sn2_A_C_D_E_A_A_sn2_A_D_D_E_A_A -312.754180653603
sn2_A_A_D_B_B_C_sn2_E_A_D_B_B_C sn2_A_A_D_B_B_C_sn2_E_A_D_B_B_C -1129.692059795937
sn2_A_C_A_B_C_B_sn2_A_E_A_B_C_B sn2_A_C_A_B_C_B_sn2_A_E_A_B_C_B -3010.960486819077
sn2_A_A_A_B_C_C_sn2_A_A_A_A_C_C sn2_A_A_A_B_C_C_sn2_A_A_A_A_C_C -3203.694853642419
sn2_C_D_C_D_A_C_sn2_C_D_D_D_A_C sn2_C_D_C_D_A_C_sn2_C_D_D_D_A_C -934.612978944830
sn2_D_E_A_C_A_B_sn2_D_B_A_C_A_B sn2_D_E_A_C_A_B_sn2_D_B_A_C_A_B -592.954340384567
sn2_C_D_A_D_A_C_sn2_C_D_D_D_A_C sn2_C_D_A_D_A_C_sn2_C_D_D_D_A_C -934.612978944830
sn2_D_D_A_A_A_B_sn2_E_D_A_A_A_B sn2_D_D_A_A_A_B_sn2_E_D_A_A_A_B -427.992553510111
sn2_E_A_C_A_B_B_sn2_E_E_C_A_B_B sn2_E_A_C_A_B_B_sn2_E_E_C_A_B_B -769.641017280685
sn2_A_B_A_B_C_B_sn2_A_B_A_C_C_B sn2_A_B_A_B_C_B_sn2_A_B_A_C_C_B -2990.952732911884
sn2_C_D_A_E_B_B_sn2_C_D_A_B_B_B sn2_C_D_A_E_B_B_sn2_C_D_A_B_B_B -1085.892374029289
sn2_A_D_B_A_A_A_sn2_A_D_A_A_A_A sn2_A_D_B_A_A_A_sn2_A_D_A_A_A_A -218.321069361689
sn2_A_E_D_B_A_C_sn2_A_E_C_B_A_C sn2_A_E_D_B_A_C_sn2_A_E_C_B_A_C -877.758330002729
sn2_A_D_E_D_A_C_sn2_A_D_E_D_A_B sn2_A_D_E_D_A_C_sn2_A_D_E_D_A_B -411.944084668071
sn2_B_A_E_E_B_A_sn2_B_A_E_B_B_A sn2_B_A_E_E_B_A_sn2_B_A_E_B_B_A -835.421138714490
sn2_A_C_A_A_A_C_sn2_A_C_A_A_B_C sn2_A_C_A_A_A_C_sn2_A_C_A_A_B_C -1090.487793979972
sn2_A_D_D_E_B_A_sn2_A_D_D_E_A_A sn2_A_D_D_E_B_A_sn2_A_D_D_E_A_A -312.754185089982
sn2_D_E_E_E_A_B_sn2_D_E_E_A_A_B sn2_D_E_E_E_A_B_sn2_D_E_E_A_A_B -576.930472560000
sn2_D_A_A_B_A_A_sn2_D_A_A_A_A_A sn2_D_A_A_B_A_A_sn2_D_A_A_A_A_A -218.321068419778
sn2_A_D_A_D_B_B_sn2_E_D_A_D_B_B sn2_A_D_A_D_B_B_sn2_E_D_A_D_B_B -716.753072363739
sn2_C_D_E_A_A_A_sn2_C_D_C_A_A_A sn2_C_D_E_A_A_A_sn2_C_D_C_A_A_A -402.511820571703
sn2_A_E_C_B_C_B_sn2_A_E_A_B_C_B sn2_A_E_C_B_C_B_sn2_A_E_A_B_C_B -3010.960349835315
sn2_A_C_D_A_B_B_sn2_A_C_D_A_B_D sn2_A_C_D_A_B_B_sn2_A_C_D_A_B_D -3242.890649609911
sn2_A_B_E_A_A_C_sn2_A_B_C_A_A_C sn2_A_B_E_A_A_C_sn2_A_B_C_A_A_C -952.983438909104
sn2_A_D_D_E_A_B_sn2_A_D_A_E_A_B sn2_A_D_D_E_A_B_sn2_A_D_A_E_A_B -372.740067124248
sn2_A_D_C_C_B_B_sn2_A_D_C_C_A_B sn2_A_D_C_C_B_B_sn2_A_D_C_C_A_B -501.690598697311
sn2_D_E_A_A_A_A_sn2_D_A_A_A_A_A sn2_D_E_A_A_A_A_sn2_D_A_A_A_A_A -422.503681998785
sn2_D_A_E_A_A_B_sn2_D_A_E_E_A_B sn2_D_A_E_A_A_B_sn2_D_A_E_E_A_B -427.980452641399
sn2_B_A_A_A_A_A_sn2_B_A_C_A_A_A sn2_B_A_A_A_A_A_sn2_B_A_C_A_A_A -477.743938427833
sn2_E_E_A_E_A_A_sn2_E_D_A_E_A_A sn2_E_E_A_E_A_A_sn2_E_D_A_E_A_A -422.509676331672
sn2_C_D_D_A_A_B_sn2_C_D_D_A_B_B sn2_C_D_D_A_A_B_sn2_C_D_D_A_B_B -808.840513315991
sn2_C_D_A_A_A_B_sn2_E_D_A_A_A_B sn2_C_D_A_A_A_B_sn2_E_D_A_A_A_B -427.992553510111
sn2_A_E_D_E_A_B_sn2_A_E_B_E_A_B sn2_A_E_D_E_A_B_sn2_A_E_B_E_A_B -480.869438464175
sn2_B_E_A_E_A_B_sn2_B_E_A_E_A_A sn2_B_E_A_E_A_B_sn2_B_E_A_E_A_A -493.785810349615
sn2_B_A_E_C_B_C_sn2_B_A_E_C_A_C sn2_B_A_E_C_B_C_sn2_B_A_E_C_A_C -989.828230045712
sn2_A_E_B_B_C_B_sn2_A_E_A_B_C_B sn2_A_E_B_B_C_B_sn2_A_E_A_B_C_B -3010.960486819077
sn2_A_A_A_C_A_B_sn2_C_A_A_C_A_B sn2_A_A_A_C_A_B_sn2_C_A_A_C_A_B -462.493847949299
sn2_A_A_D_D_A_A_sn2_A_A_D_D_B_A sn2_A_A_D_D_A_A_sn2_A_A_D_D_B_A -617.568352071595
sn2_D_A_A_E_A_A_sn2_D_A_A_A_A_A sn2_D_A_A_E_A_A_sn2_D_A_A_A_A_A -422.503681998781
sn2_A_C_E_E_B_A_sn2_A_B_E_E_B_A sn2_A_C_E_E_B_A_sn2_A_B_E_E_B_A -853.805106988919
sn2_D_A_A_A_A_C_sn2_A_A_A_A_A_C sn2_D_A_A_A_A_C_sn2_A_A_A_A_A_C -824.865425894539
sn2_D_A_C_D_C_B_sn2_D_A_C_E_C_B sn2_D_A_C_D_C_B_sn2_D_A_C_E_C_B -2938.072476092811
sn2_A_D_E_D_C_B_sn2_A_D_E_D_A_B sn2_A_D_E_D_C_B_sn2_A_D_E_D_A_B -411.944090661323
sn2_A_D_C_A_A_D_sn2_A_A_C_A_A_D sn2_A_D_C_A_A_D_sn2_A_A_C_A_A_D -2843.641096746944
sn2_D_D_A_B_A_B_sn2_A_D_A_B_A_B sn2_D_D_A_B_A_B_sn2_A_D_A_B_A_B -521.689115905411
sn2_E_A_C_A_A_D_sn2_A_A_C_A_A_D sn2_E_A_C_A_A_D_sn2_A_A_C_A_A_D -2843.639753665902
sn2_D_A_A_C_B_B_sn2_A_A_A_C_B_B sn2_D_A_A_C_B_B_sn2_A_A_A_C_B_B -730.440893291172
sn2_C_D_A_E_A_C_sn2_B_D_A_E_A_C sn2_C_D_A_E_A_C_sn2_B_D_A_E_A_C -771.996085753689
sn2_E_A_B_D_B_B_sn2_E_A_B_E_B_B sn2_E_A_B_D_B_B_sn2_E_A_B_E_B_B -936.949945809056
sn2_D_A_B_A_A_A_sn2_D_A_B_C_A_A sn2_D_A_B_A_A_A_sn2_D_A_B_C_A_A -349.620632290546
sn2_A_D_E_A_C_A_sn2_A_B_E_A_C_A sn2_A_D_E_A_C_A_sn2_A_B_E_A_C_A -2825.177998752799
sn2_A_A_D_A_B_A_sn2_A_A_D_D_B_A sn2_A_A_D_A_B_A_sn2_A_A_D_D_B_A -782.534938935610
sn2_B_D_A_A_A_A_sn2_A_D_A_A_A_A sn2_B_D_A_A_A_A_sn2_A_D_A_A_A_A -218.321048660249
sn2_A_E_A_A_B_B_sn2_A_E_A_B_B_B sn2_A_E_A_A_B_B_sn2_A_E_A_B_B_B -897.759505076061
sn2_C_D_D_A_B_C_sn2_C_D_C_A_B_C sn2_C_D_D_A_B_C_sn2_C_D_C_A_B_C -1148.060429791178
sn2_C_A_A_E_B_D_sn2_C_A_A_D_B_D sn2_C_A_A_E_B_D_sn2_C_A_A_D_B_D -3242.890647525634
sn2_A_D_E_A_B_B_sn2_A_E_E_A_B_B sn2_A_D_E_A_B_B_sn2_A_E_E_A_B_B -730.441000497291
sn2_C_A_D_C_A_B_sn2_C_A_A_C_A_B sn2_C_A_D_C_A_B_sn2_C_A_A_C_A_B -462.493880513559
sn2_D_A_A_B_B_B_sn2_D_D_A_B_B_B sn2_D_A_A_B_B_B_sn2_D_D_A_B_B_B -769.644032846153
sn2_B_D_C_D_A_C_sn2_B_D_A_D_A_C sn2_B_D_C_D_A_C_sn2_B_D_A_D_A_C -920.924940411557
sn2_E_D_C_D_A_A_sn2_E_D_D_D_A_A sn2_E_D_C_D_A_A_sn2_E_D_D_D_A_A -418.534502995100
sn2_A_D_E_C_C_A_sn2_A_B_E_C_C_A sn2_A_D_E_C_C_A_sn2_A_B_E_C_C_A -2854.918675970041
sn2_B_E_A_E_B_A_sn2_D_E_A_E_B_A sn2_B_E_A_E_B_A_sn2_D_E_A_E_B_A -688.821079219709
sn2_A_C_D_A_A_C_sn2_B_C_D_A_A_C sn2_A_C_D_A_A_C_sn2_B_C_D_A_A_C -732.785539895831
sn2_A_E_A_A_B_B_sn2_E_E_A_A_B_B sn2_A_E_A_A_B_B_sn2_E_E_A_A_B_B -840.903234254180
sn2_B_A_A_A_A_D_sn2_B_A_A_A_A_C sn2_B_A_A_A_A_D_sn2_B_A_A_A_A_C -842.524369374765
sn2_C_D_E_E_C_B_sn2_C_D_A_E_C_B sn2_C_D_E_E_C_B_sn2_C_D_A_E_C_B -2938.064031463501
sn2_D_A_C_D_A_B_sn2_B_A_C_D_A_B sn2_D_A_C_D_A_B_sn2_B_A_C_D_A_B -451.147448426759
sn2_A_E_E_B_A_C_sn2_A_E_E_D_A_C sn2_A_E_E_B_A_C_sn2_A_E_E_D_A_C -824.883363544488
sn2_C_A_C_A_A_A_sn2_C_D_C_A_A_A sn2_C_A_C_A_A_A_sn2_C_D_C_A_A_A -402.511820571703
sn2_E_A_C_E_A_A_sn2_E_C_C_E_A_A sn2_E_A_C_E_A_A_sn2_E_C_C_E_A_A -381.679749961238
sn2_C_A_E_C_A_B_sn2_C_A_A_C_A_B sn2_C_A_E_C_A_B_sn2_C_A_A_C_A_B -462.493880513562
sn2_B_C_D_A_A_B_sn2_B_C_D_A_A_A sn2_B_C_D_A_A_B_sn2_B_C_D_A_A_A -514.602453121039
sn2_C_E_D_A_B_B_sn2_C_D_D_A_B_B sn2_C_E_D_A_B_B_sn2_C_D_D_A_B_B -808.840513144839
sn2_B_E_D_A_C_B_sn2_E_E_D_A_C_B sn2_B_E_D_A_C_B_sn2_E_E_D_A_C_B -2901.252800048333
sn2_A_E_A_B_A_B_sn2_A_D_A_B_A_B sn2_A_E_A_B_A_B_sn2_A_D_A_B_A_B -521.688893630734
sn2_D_B_A_D_A_B_sn2_D_B_A_C_A_B sn2_D_B_A_D_A_B_sn2_D_B_A_C_A_B -592.954340384567
sn2_A_B_A_D_A_C_sn2_D_B_A_D_A_C sn2_A_B_A_D_A_C_sn2_D_B_A_D_A_C -920.927175597158
sn2_C_E_D_E_A_B_sn2_C_E_D_E_A_D sn2_C_E_D_E_A_B_sn2_C_E_D_E_A_D -2993.307196580113
sn2_C_A_B_A_C_C_sn2_C_A_B_A_B_C sn2_C_A_B_A_C_C_sn2_C_A_B_A_B_C -1294.651533385932
sn2_D_C_A_D_B_B_sn2_D_C_E_D_B_B sn2_D_C_A_D_B_B_sn2_D_C_E_D_B_B -771.985553949153
sn2_C_E_D_C_C_A_sn2_C_E_C_C_C_A sn2_C_E_D_C_C_A_sn2_C_E_C_C_C_A -2983.849483500765
sn2_A_A_A_E_A_A_sn2_A_A_A_E_C_A sn2_A_A_A_E_A_A_sn2_A_A_A_E_C_A -2707.590879234516
sn2_A_D_A_E_A_A_sn2_A_D_A_E_A_B sn2_A_D_A_E_A_A_sn2_A_D_A_E_A_B -372.740061169337
sn2_A_E_A_E_A_B_sn2_A_E_B_E_A_B sn2_A_E_A_E_A_B_sn2_A_E_B_E_A_B -592.962027674490
sn2_A_C_A_C_B_B_sn2_A_C_A_A_B_B sn2_A_C_A_C_B_B_sn2_A_C_A_A_B_B -730.439876737836
sn2_A_B_A_D_A_A_sn2_E_B_A_D_A_A sn2_A_B_A_D_A_A_sn2_E_B_A_D_A_A -477.753009113686
sn2_E_A_E_C_B_B_sn2_E_A_E_C_C_B sn2_E_A_E_C_B_B_sn2_E_A_E_C_C_B -2954.104269543095
sn2_A_D_E_E_A_B_sn2_A_D_E_D_A_B sn2_A_D_E_E_A_B_sn2_A_D_E_D_A_B -411.944097313380
sn2_A_E_A_D_B_B_sn2_A_E_A_B_B_B sn2_A_E_A_D_B_B_sn2_A_E_A_B_B_B -897.759505076061
sn2_A_A_A_C_C_A_sn2_A_A_A_E_C_A sn2_A_A_A_C_C_A_sn2_A_A_A_E_C_A -2707.590892996953
sn2_C_E_A_E_A_A_sn2_C_E_A_E_C_A sn2_C_E_A_E_A_A_sn2_C_E_A_E_C_A -2854.913794703466
sn2_A_D_E_A_A_B_sn2_D_D_E_A_A_B sn2_A_D_E_A_A_B_sn2_D_D_E_A_A_B -411.942016269852
sn2_A_D_D_D_B_A_sn2_A_D_D_D_A_A sn2_A_D_D_D_B_A_sn2_A_D_D_D_A_A -296.727942903695
sn2_D_A_A_A_A_C_sn2_D_A_A_A_A_A sn2_D_A_A_A_A_C_sn2_D_A_A_A_A_A -218.321053061272
sn2_A_A_B_B_B_C_sn2_A_A_A_B_B_C sn2_A_A_B_B_B_C_sn2_A_A_A_B_B_C -1202.574050194900
sn2_A_E_A_E_A_B_sn2_A_E_A_E_B_B sn2_A_E_A_E_A_B_sn2_A_E_A_E_B_B -748.812562227908
sn2_A_A_D_B_C_B_sn2_E_A_D_B_C_B sn2_A_A_D_B_C_B_sn2_E_A_D_B_C_B -3050.171189671591
sn2_D_E_E_E_B_A_sn2_D_E_A_E_B_A sn2_D_E_E_E_B_A_sn2_D_E_A_E_B_A -688.821243292732
sn2_D_A_C_E_B_B_sn2_D_A_C_E_C_B sn2_D_A_C_E_B_B_sn2_D_A_C_E_C_B -2938.072476092811
sn2_D_D_D_E_B_B_sn2_D_D_D_B_B_B sn2_D_D_D_E_B_B_sn2_D_D_D_B_B_B -976.158629259614
sn2_A_C_A_B_B_C_sn2_A_A_A_B_B_C sn2_A_C_A_B_B_C_sn2_A_A_A_B_B_C -1202.574043122235
sn2_D_A_A_B_A_C_sn2_C_A_A_B_A_C sn2_D_A_A_B_A_C_sn2_C_A_A_B_A_C -934.604866497010
sn2_A_B_A_D_A_B_sn2_A_B_A_C_A_B sn2_A_B_A_D_A_B_sn2_A_B_A_C_A_B -629.808964564004
