calc label enthalpy
e2ts_D_D_E_A_B_A-e2ts_D_D_E_A_B_B e2ts_D_D_E_A_B_B -771.88927779
e2ts_D_D_D_E_C_B-e2ts_D_D_E_E_C_B e2ts_D_D_E_E_C_B -2940.31440481
e2ts_D_D_D_E_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2908.23085400
e2ts_D_D_D_E_C_A-e2ts_D_D_E_E_C_A e2ts_D_D_E_E_C_A -2841.12491277
e2ts_D_D_D_E_B_A-e2ts_D_D_E_E_B_A e2ts_D_D_E_E_B_A -727.92424942
e2ts_D_D_D_E_B_A e2ts_D_D_D_E_B_A -711.88023318
e2ts_D_D_D_E_A_A-e2ts_D_D_C_E_A_A e2ts_D_D_C_E_A_A -404.78768791
e2ts_D_D_D_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.66784318
e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.63060665
e2ts_D_D_A_E_C_B-e2ts_D_D_A_E_C_A e2ts_D_D_A_E_C_A -2785.90134623
e2ts_D_D_A_E_B_B-e2ts_D_D_D_E_B_B e2ts_D_D_D_E_B_B -811.06890401
e2ts_D_D_A_E_B_B-e2ts_D_D_A_E_B_D e2ts_D_D_A_E_B_D -3245.12914384
e2ts_D_D_A_E_B_B-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -808.79456921
e2ts_D_D_A_E_B_B e2ts_D_D_A_E_B_B -771.89055450
e2ts_D_D_A_E_A_C e2ts_D_D_A_E_A_C -771.85870718
e2ts_D_D_A_D_C_C-e2ts_D_D_A_E_C_C e2ts_D_D_A_E_C_C -3245.13293539
e2ts_D_D_A_D_C_A e2ts_D_D_A_D_C_A -2769.86305309
e2ts_D_D_A_D_B_D-e2ts_D_D_A_C_B_B e2ts_D_D_A_C_B_B -808.79452590
e2ts_D_D_A_D_B_D-e2ts_D_D_A_A_B_B e2ts_D_D_A_A_B_B -716.67921939
e2ts_D_D_A_D_B_B-e2ts_D_D_A_D_B_C e2ts_D_D_A_D_B_C -1115.89007772
e2ts_D_D_A_D_B_B e2ts_D_D_A_D_B_B -755.85332016
e2ts_D_D_A_D_B_A e2ts_D_D_A_D_B_A -656.66229651
e2ts_D_D_A_A_C_A e2ts_D_D_A_A_C_A -2730.68750879
e2ts_D_D_A_A_B_A e2ts_D_D_A_A_B_A -617.48658179
e2ts_D_D_A_A_A_A e2ts_D_D_A_A_A_A -257.45628040
e2ts_D_C_E_E_A_A e2ts_D_C_E_E_A_A -420.80586729
e2ts_D_C_E_D_B_B-e2ts_D_A_E_D_B_B e2ts_D_A_E_D_B_B -771.88778103
e2ts_D_C_E_D_B_A-e2ts_D_C_E_D_B_D e2ts_D_C_E_D_B_D -3337.22047210
e2ts_D_C_E_D_B_A-e2ts_B_C_E_D_B_A e2ts_B_C_E_D_B_A -929.76794414
e2ts_D_C_E_A_C_C-e2ts_D_C_E_E_C_C e2ts_D_C_E_E_C_C -3353.26297804
e2ts_D_C_E_A_C_C-e2ts_A_C_E_A_C_C e2ts_A_C_E_A_C_C -3258.86110029
e2ts_D_C_E_A_C_B-e2ts_D_C_E_A_C_C e2ts_D_C_E_A_C_C -3298.04265679
e2ts_D_C_E_A_B_D-e2ts_D_A_E_A_B_D e2ts_D_A_E_A_B_D -3205.94706494
e2ts_D_C_E_A_B_C-e2ts_D_C_D_A_B_C e2ts_D_C_D_A_B_C -1168.80204141
e2ts_D_C_E_A_B_C-e2ts_D_C_A_A_B_C e2ts_D_C_A_A_B_C -1129.62226136
e2ts_D_C_E_A_B_C-e2ts_C_C_E_A_B_C e2ts_C_C_E_A_B_C -1237.74098303
e2ts_D_C_E_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -808.76567174
e2ts_D_C_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -936.87439501
e2ts_D_C_E_A_B_A-e2ts_D_C_E_A_B_D e2ts_D_C_E_A_B_D -3298.03823746
e2ts_D_C_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.50967169
e2ts_D_C_E_A_B_A-e2ts_B_C_E_A_B_A e2ts_B_C_E_A_B_A -890.58882998
e2ts_D_C_E_A_A_A-e2ts_D_C_E_D_A_A e2ts_D_C_E_D_A_A -404.76304628
e2ts_D_C_E_A_A_A-e2ts_D_C_E_A_A_D e2ts_D_C_E_A_A_D -2937.97536366
e2ts_D_C_E_A_A_A-e2ts_B_C_E_A_A_A e2ts_B_C_E_A_A_A -530.57186522
e2ts_D_C_E_A_A_A e2ts_D_C_E_A_A_A -365.58289378
e2ts_D_C_D_E_C_B-e2ts_D_C_E_E_C_B e2ts_D_C_E_E_C_B -2993.22421831
e2ts_D_C_D_E_C_B-e2ts_D_C_D_A_C_B e2ts_D_C_D_A_C_B -2921.96536339
e2ts_D_C_D_E_C_A-e2ts_E_C_D_E_C_A e2ts_E_C_D_E_C_A -2894.03400262
e2ts_D_C_D_E_C_A-e2ts_D_C_D_E_C_B e2ts_D_C_D_E_C_B -2977.18292462
e2ts_D_C_D_E_C_A e2ts_D_C_D_E_C_A -2877.99300969
e2ts_D_C_D_D_B_B-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -1207.98149022
e2ts_D_C_D_D_B_B e2ts_D_C_D_D_B_B -847.94259355
e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.77168644
e2ts_D_C_D_A_B_A e2ts_D_C_D_A_B_A -709.57278926
e2ts_D_C_D_A_A_A-e2ts_D_C_D_D_A_A e2ts_D_C_D_D_A_A -388.72453236
e2ts_D_C_A_E_C_A-e2ts_E_C_A_E_C_A e2ts_E_C_A_E_C_A -2854.85902564
e2ts_D_C_A_E_C_A-e2ts_C_C_A_E_C_A e2ts_C_C_A_E_C_A -2891.70774290
e2ts_D_C_A_E_C_A-e2ts_B_C_A_E_C_A e2ts_B_C_A_E_C_A -3003.78293522
e2ts_D_C_A_D_B_C-e2ts_D_C_D_D_B_C e2ts_D_C_D_D_B_C -1207.98147302
e2ts_D_C_A_D_B_C-e2ts_D_C_A_E_B_C e2ts_D_C_A_E_B_C -1184.83600347
e2ts_D_C_A_D_B_B e2ts_D_C_A_D_B_B -808.76468074
e2ts_D_C_A_A_C_A-e2ts_D_C_A_A_C_B e2ts_D_C_A_A_C_B -2882.78965366
e2ts_D_B_E_E_B_C-e2ts_E_B_E_E_B_C e2ts_E_B_E_E_B_C -1368.17679519
e2ts_D_B_E_E_B_C-e2ts_D_C_E_E_B_C e2ts_D_C_E_E_B_C -1240.05962663
e2ts_D_B_E_E_B_C-e2ts_D_A_E_E_B_C e2ts_D_A_E_E_B_C -1147.96779231
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_D e2ts_D_B_E_E_B_D -3465.33452269
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_C e2ts_D_B_E_E_B_C -1352.13100042
e2ts_D_B_E_E_B_A-e2ts_D_B_E_E_B_B e2ts_D_B_E_E_B_B -992.09770494
e2ts_D_B_E_E_B_A-e2ts_C_B_E_E_B_A e2ts_C_B_E_E_B_A -945.80985913
e2ts_D_B_E_E_A_A-e2ts_A_B_E_E_A_A e2ts_A_B_E_E_A_A -493.70603006
e2ts_D_B_E_E_A_A e2ts_D_B_E_E_A_A -532.88905160
e2ts_D_B_E_A_A_A-e2ts_D_D_E_A_A_A e2ts_D_D_E_A_A_A -312.66791840
e2ts_D_B_E_A_A_A-e2ts_D_B_E_D_A_A e2ts_D_B_E_D_A_A -516.84719171
e2ts_D_B_E_A_A_A e2ts_D_B_E_A_A_A -477.66839005
e2ts_D_B_D_E_B_B e2ts_D_B_D_E_B_B -976.05805954
e2ts_D_B_D_A_C_B e2ts_D_B_D_A_C_B -3034.04057128
e2ts_D_B_D_A_A_D-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -477.67474099
e2ts_D_B_D_A_A_D-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.63057586
e2ts_D_B_D_A_A_D-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.80836851
e2ts_D_B_D_A_A_D-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.44993263
e2ts_D_B_D_A_A_C-e2ts_D_D_D_A_A_A e2ts_D_D_D_A_A_A -296.63058270
e2ts_D_B_D_A_A_C-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.54709818
e2ts_D_B_D_A_A_C-e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.44993265
e2ts_D_B_D_A_A_C-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -422.44818796
e2ts_D_B_D_A_A_B-e2ts_E_B_D_A_A_A e2ts_E_B_D_A_A_A -477.67474099
e2ts_D_B_D_A_A_B-e2ts_D_C_D_A_A_A e2ts_D_C_D_A_A_A -349.54709818
e2ts_D_B_D_A_A_B-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -422.45744771
e2ts_D_B_D_A_A_A-e2ts_D_B_D_E_A_A e2ts_D_B_D_E_A_A -516.84743896
e2ts_D_B_D_A_A_A-e2ts_A_B_D_A_A_A e2ts_A_B_D_A_A_A -422.44822050
e2ts_D_B_D_A_A_A e2ts_D_B_D_A_A_A -461.63077039
e2ts_D_B_A_D_B_B-e2ts_D_B_A_E_B_B e2ts_D_B_A_E_B_B -936.88188586
e2ts_D_B_A_D_B_B-e2ts_C_B_A_D_B_B e2ts_C_B_A_D_B_B -973.74230403
e2ts_D_B_A_D_B_B e2ts_D_B_A_D_B_B -920.84553542
e2ts_D_B_A_D_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.69052836
e2ts_D_B_A_D_A_D-e2ts_E_B_A_D_A_A e2ts_E_B_A_D_A_A -477.67716557
e2ts_D_B_A_D_A_D-e2ts_D_B_A_E_A_A e2ts_D_B_A_E_A_A -477.66967881
e2ts_D_B_A_D_A_D-e2ts_D_B_A_A_A_A e2ts_D_B_A_A_A_A -422.45746528
e2ts_D_B_A_D_A_D-e2ts_D_A_A_D_A_A e2ts_D_A_A_D_A_A -257.44778082
e2ts_D_B_A_D_A_D-e2ts_C_B_A_D_A_A e2ts_C_B_A_D_A_A -514.53194863
e2ts_D_B_A_D_A_A-e2ts_D_B_D_D_A_A e2ts_D_B_D_D_A_A -500.80830543
e2ts_D_B_A_D_A_A-e2ts_A_B_A_D_A_A e2ts_A_B_A_D_A_A -422.45034737
e2ts_D_B_A_A_C_B e2ts_D_B_A_A_C_B -2994.86955647
e2ts_D_B_A_A_B_A e2ts_D_B_A_A_B_A -782.47725574
e2ts_D_A_E_E_B_B-e2ts_E_A_E_E_B_B e2ts_E_A_E_E_B_B -803.96976133
e2ts_D_A_E_E_B_B-e2ts_D_C_E_E_B_B e2ts_D_C_E_E_B_B -880.02357376
e2ts_D_A_E_E_B_A-e2ts_D_A_E_E_B_B e2ts_D_A_E_E_B_B -787.93054591
e2ts_D_A_E_E_B_A-e2ts_A_A_E_E_B_A e2ts_A_A_E_E_B_A -649.56142058
e2ts_D_A_E_E_A_A-e2ts_E_A_E_E_A_A e2ts_E_A_E_E_A_A -344.75283408
e2ts_D_A_E_E_A_A e2ts_D_A_E_E_A_A -328.70856823
e2ts_D_A_E_D_C_B-e2ts_D_E_E_D_C_B e2ts_D_E_E_D_C_B -2940.31247874
e2ts_D_A_E_D_B_A e2ts_D_A_E_D_B_A -672.69818967
e2ts_D_A_E_D_A_D-e2ts_B_A_E_D_A_D e2ts_B_A_E_D_A_D -3050.04734548
e2ts_D_A_E_D_A_C-e2ts_D_A_E_A_A_C e2ts_D_A_E_A_A_C -732.67561099
e2ts_D_A_E_D_A_C-e2ts_A_A_E_D_A_C e2ts_A_A_E_D_A_C -732.67231185
e2ts_D_A_E_B_B_A e2ts_D_A_E_B_B_A -837.70802233
e2ts_D_A_E_A_C_C-e2ts_D_A_D_A_C_C e2ts_D_A_D_A_C_C -3189.91475358
e2ts_D_A_E_A_C_B-e2ts_D_E_E_A_C_B e2ts_D_E_E_A_C_B -2901.13391337
e2ts_D_A_E_A_C_B-e2ts_D_A_E_A_C_C e2ts_D_A_E_A_C_C -3205.95064264
e2ts_D_A_E_A_C_B e2ts_D_A_E_A_C_B -2845.90966257
e2ts_D_A_E_A_C_A e2ts_D_A_E_A_C_A -2746.71831532
e2ts_D_A_E_A_B_B-e2ts_D_E_E_A_B_B e2ts_D_E_E_A_B_B -787.93141465
e2ts_D_A_E_A_B_B-e2ts_D_B_E_A_B_B e2ts_D_B_E_A_B_B -936.87926018
e2ts_D_A_E_A_B_B-e2ts_D_A_C_A_B_B e2ts_D_A_C_A_B_B -769.61090087
e2ts_D_A_E_A_B_B-e2ts_A_A_E_A_B_B e2ts_A_A_E_A_B_B -693.52705058
e2ts_D_A_E_A_B_A-e2ts_E_A_E_A_B_A e2ts_E_A_E_A_B_A -649.55668648
e2ts_D_A_E_A_B_A-e2ts_D_E_E_A_B_A e2ts_D_E_E_A_B_A -688.74262433
e2ts_D_A_E_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -310.39207794
e2ts_D_A_E_A_A_A e2ts_D_A_E_A_A_A -273.48647230
e2ts_D_A_D_E_C_B e2ts_D_A_D_E_C_B -2885.08954455
e2ts_D_A_D_E_B_B-e2ts_D_A_C_E_B_B e2ts_D_A_C_E_B_B -824.82291977
e2ts_D_A_D_E_B_A e2ts_D_A_D_E_B_A -672.70058846
e2ts_D_A_D_E_A_C-e2ts_D_D_D_E_A_C e2ts_D_D_D_E_A_C -811.03891873
e2ts_D_A_D_E_A_C-e2ts_D_A_E_E_A_C e2ts_D_A_E_E_A_C -787.89905952
e2ts_D_A_D_E_A_C-e2ts_A_A_D_E_A_C e2ts_A_A_D_E_A_C -732.67232708
e2ts_D_A_D_D_C_B-e2ts_D_D_D_D_C_B e2ts_D_D_D_D_C_B -2908.23094341
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -3229.09441490
e2ts_D_A_D_D_C_A-e2ts_D_A_D_D_C_B e2ts_D_A_D_D_C_B -2869.05147530
e2ts_D_A_D_D_C_A e2ts_D_A_D_D_C_A -2769.86026469
e2ts_D_A_D_D_B_B-e2ts_D_B_D_D_B_B e2ts_D_B_D_D_B_B -960.01847479
e2ts_D_A_D_D_B_B e2ts_D_A_D_D_B_B -755.85000368
e2ts_D_A_D_D_B_A-e2ts_D_D_D_D_B_A e2ts_D_D_D_D_B_A -695.83940018
e2ts_D_A_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.56954030
e2ts_D_A_D_A_C_A-e2ts_D_C_D_A_C_A e2ts_D_C_D_A_C_A -2822.77165144
e2ts_D_A_D_A_B_B-e2ts_D_C_D_A_B_B e2ts_D_C_D_A_B_B -808.76561144
e2ts_D_A_D_A_B_B e2ts_D_A_D_A_B_B -716.67219837
e2ts_D_A_D_A_B_A-e2ts_D_B_D_A_B_A e2ts_D_B_D_A_B_A -821.64949773
e2ts_D_A_D_A_A_A-e2ts_D_A_C_A_A_A e2ts_D_A_C_A_A_A -310.39212943
e2ts_D_A_D_A_A_A e2ts_D_A_D_A_A_A -257.44999371
e2ts_D_A_A_E_C_B-e2ts_D_A_C_E_C_B e2ts_D_A_C_E_C_B -2938.02072235
e2ts_D_A_A_E_C_B-e2ts_A_A_A_E_C_B e2ts_A_A_A_E_C_B -2806.72850781
e2ts_D_A_A_E_C_B e2ts_D_A_A_E_C_B -2845.91005751
e2ts_D_A_A_E_C_A-e2ts_D_A_E_E_C_A e2ts_D_A_E_E_C_A -2801.94335049
e2ts_D_A_A_E_C_A-e2ts_D_A_D_E_C_A e2ts_D_A_D_E_C_A -2785.90043946
e2ts_D_A_A_E_B_A-e2ts_D_B_A_E_B_A e2ts_D_B_A_E_B_A -837.69261112
e2ts_D_A_A_E_B_A e2ts_D_A_A_E_B_A -633.51777363
e2ts_D_A_A_E_A_D-e2ts_D_A_D_E_A_D e2ts_D_A_D_E_A_D -2885.05734392
e2ts_D_A_A_E_A_C-e2ts_D_A_A_E_A_D e2ts_D_A_A_E_A_D -2845.87403894
e2ts_D_A_A_E_A_C-e2ts_A_A_A_E_A_C e2ts_A_A_A_E_A_C -693.49032376
e2ts_D_A_A_E_A_A-e2ts_D_C_A_E_A_A e2ts_D_C_A_E_A_A -365.58632497
e2ts_D_A_A_E_A_A-e2ts_D_A_D_E_A_A e2ts_D_A_D_E_A_A -312.66862375
e2ts_D_A_A_D_C_C-e2ts_D_C_A_D_C_C e2ts_D_C_A_D_C_C -3282.00488812
e2ts_D_A_A_D_C_C-e2ts_D_A_D_D_C_C e2ts_D_A_D_D_C_C -3229.09443784
e2ts_D_A_A_D_C_C-e2ts_B_A_A_D_C_C e2ts_B_A_A_D_C_C -3354.89987330
e2ts_D_A_A_D_B_C-e2ts_D_B_A_D_B_C e2ts_D_B_A_D_B_C -1280.87971336
e2ts_D_A_A_D_B_C-e2ts_D_A_A_E_B_C e2ts_D_A_A_E_B_C -1092.74287836
e2ts_D_A_A_D_B_B-e2ts_D_A_C_D_B_B e2ts_D_A_C_D_B_B -808.78595695
e2ts_D_A_A_C_A_A-e2ts_D_A_E_C_A_A e2ts_D_A_E_C_A_A -365.60753954
e2ts_D_A_A_A_C_C-e2ts_D_C_A_A_C_C e2ts_D_C_A_A_C_C -3242.82671651
e2ts_D_A_A_A_C_C-e2ts_B_A_A_A_C_C e2ts_B_A_A_A_C_C -3315.72455445
e2ts_D_A_A_A_C_A-e2ts_D_B_A_A_C_A e2ts_D_B_A_A_C_A -2895.67550113
e2ts_D_A_A_A_C_A-e2ts_D_A_A_A_C_C e2ts_D_A_A_A_C_C -3150.73590762
e2ts_D_A_A_A_C_A e2ts_D_A_A_A_C_A -2691.50458462
e2ts_D_A_A_A_A_A e2ts_D_A_A_A_A_A -218.27387056
e2ts_C_E_E_E_B_A e2ts_C_E_E_E_B_A -796.87610789
e2ts_C_E_E_D_B_B-e2ts_B_E_E_D_B_B e2ts_B_E_E_D_B_B -992.10088061
e2ts_C_E_E_D_B_B e2ts_C_E_E_D_B_B -880.02270405
e2ts_C_E_E_A_C_A e2ts_C_E_E_A_C_A -2854.85226627
e2ts_C_E_E_A_B_B-e2ts_C_E_E_E_B_B e2ts_C_E_E_E_B_B -896.06478238
e2ts_C_E_E_A_B_B-e2ts_B_E_E_A_B_B e2ts_B_E_E_A_B_B -952.92277679
e2ts_C_E_E_A_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.75636647
e2ts_C_E_E_A_B_A-e2ts_C_E_E_A_B_B e2ts_C_E_E_A_B_B -840.84136322
e2ts_C_E_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.50967158
e2ts_C_E_E_A_B_A-e2ts_B_E_E_A_B_A e2ts_B_E_E_A_B_A -853.73463197
e2ts_C_E_D_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -847.94259538
e2ts_C_E_D_D_B_B-e2ts_B_E_D_D_B_B e2ts_B_E_D_D_B_B -976.06230643
e2ts_C_E_D_D_B_A-e2ts_C_A_D_D_B_A e2ts_C_A_D_D_B_A -709.56940013
e2ts_C_E_D_D_B_A-e2ts_B_E_D_D_B_A e2ts_B_E_D_D_B_A -876.87058151
e2ts_C_E_D_D_B_A e2ts_C_E_D_D_B_A -764.79107518
e2ts_C_E_D_C_B_B-e2ts_C_E_D_C_B_A e2ts_C_E_D_C_B_A -817.71528881
e2ts_C_E_D_C_B_B e2ts_C_E_D_C_B_B -916.91364099
e2ts_C_E_D_A_C_B-e2ts_C_E_D_D_C_B e2ts_C_E_D_D_C_B -2977.18408257
e2ts_C_E_D_A_C_B-e2ts_C_E_D_A_C_A e2ts_C_E_D_A_C_A -2838.83295200
e2ts_C_E_D_A_C_B e2ts_C_E_D_A_C_B -2938.00524386
e2ts_C_E_D_A_C_A-e2ts_D_E_D_A_C_A e2ts_D_E_D_A_C_A -2785.92606063
e2ts_C_E_D_A_B_B-e2ts_C_E_C_A_B_B e2ts_C_E_C_A_B_B -877.73883514
e2ts_C_E_D_A_B_A-e2ts_C_E_D_A_B_B e2ts_C_E_D_A_B_B -824.80469494
e2ts_C_E_C_D_B_B e2ts_C_E_C_D_B_B -916.91496514
e2ts_C_E_C_C_B_A e2ts_C_E_C_C_B_A -870.61665182
e2ts_C_E_C_A_C_A-e2ts_C_E_C_A_C_B e2ts_C_E_C_A_C_B -2990.93552155
e2ts_C_E_C_A_B_C-e2ts_C_E_D_A_B_C e2ts_C_E_D_A_B_C -1184.85140303
e2ts_C_E_C_A_B_C-e2ts_C_E_C_D_B_C e2ts_C_E_C_D_B_C -1276.94656362
e2ts_C_E_C_A_B_C-e2ts_C_E_C_A_B_D e2ts_C_E_C_A_B_D -3350.96614131
e2ts_C_E_C_A_B_A e2ts_C_E_C_A_B_A -778.53826942
e2ts_C_E_A_E_C_B-e2ts_C_D_A_E_C_B e2ts_C_D_A_E_C_B -2938.00223001
e2ts_C_E_A_E_C_B-e2ts_B_E_A_E_C_B e2ts_B_E_A_E_C_B -3066.11994082
e2ts_C_E_A_E_B_A-e2ts_C_E_D_E_B_A e2ts_C_E_D_E_B_A -780.82719424
e2ts_C_E_A_E_B_A e2ts_C_E_A_E_B_A -741.64637051
e2ts_C_E_A_E_A_A-e2ts_C_E_D_E_A_A e2ts_C_E_D_E_A_A -420.80328240
e2ts_C_E_A_E_A_A-e2ts_C_C_A_E_A_A e2ts_C_C_A_E_A_A -418.48616497
e2ts_C_E_A_E_A_A e2ts_C_E_A_E_A_A -381.62409329
e2ts_C_E_A_D_C_A-e2ts_E_E_A_D_C_A e2ts_E_E_A_D_C_A -2801.97614068
e2ts_C_E_A_D_C_A-e2ts_D_E_A_D_C_A e2ts_D_E_A_D_C_A -2785.92315797
e2ts_C_E_A_D_C_A-e2ts_B_E_A_D_C_A e2ts_B_E_A_D_C_A -2950.91971084
e2ts_C_E_A_D_C_A e2ts_C_E_A_D_C_A -2838.84103619
e2ts_C_E_A_D_B_B-e2ts_B_E_A_D_B_B e2ts_B_E_A_D_B_B -936.88449154
e2ts_C_E_A_D_B_A-e2ts_C_E_A_D_B_B e2ts_C_E_A_D_B_B -824.80508480
e2ts_C_E_A_C_C_B-e2ts_C_E_A_C_C_C e2ts_C_E_A_C_C_C -3350.96652798
e2ts_C_E_A_C_C_A-e2ts_C_C_A_C_C_A e2ts_C_C_A_C_C_A -2928.58747255
e2ts_C_E_A_C_C_A e2ts_C_E_A_C_C_A -2891.73509736
e2ts_C_E_A_C_B_A-e2ts_C_E_E_C_B_A e2ts_C_E_E_C_B_A -833.75461267
e2ts_C_E_A_C_B_A e2ts_C_E_A_C_B_A -778.53843688
e2ts_C_E_A_A_C_B-e2ts_C_B_A_A_C_B e2ts_C_B_A_A_C_B -3047.76507928
e2ts_C_E_A_A_C_B e2ts_C_E_A_A_C_B -2898.82921927
e2ts_C_E_A_A_C_A e2ts_C_E_A_A_C_A -2799.66426778
e2ts_C_E_A_A_B_B e2ts_C_E_A_A_B_B -785.62960387
e2ts_C_E_A_A_A_A e2ts_C_E_A_A_A_A -326.41369390
e2ts_C_D_E_E_A_D-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.70120603
e2ts_C_D_E_E_A_D-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.61754324
e2ts_C_D_E_E_A_D-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.88289767
e2ts_C_D_E_E_A_D-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.69996102
e2ts_C_D_E_E_A_C-e2ts_C_E_E_E_A_A e2ts_C_E_E_E_A_A -436.84171647
e2ts_C_D_E_E_A_C-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.61753975
e2ts_C_D_E_E_A_C-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.88289757
e2ts_C_D_E_E_A_C-e2ts_A_D_E_E_A_A e2ts_A_D_E_E_A_A -328.69998047
e2ts_C_D_E_E_A_A-e2ts_C_C_E_E_A_A e2ts_C_C_E_E_A_A -473.70114849
e2ts_C_D_E_E_A_A-e2ts_C_A_E_E_A_A e2ts_C_A_E_E_A_A -381.61755116
e2ts_C_D_E_E_A_A-e2ts_B_D_E_E_A_A e2ts_B_D_E_E_A_A -532.88289794
e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.79951517
e2ts_C_D_E_D_B_B-e2ts_C_D_E_D_B_A e2ts_C_D_E_D_B_A -764.79408757
e2ts_C_D_E_D_B_B-e2ts_C_D_D_D_B_B e2ts_C_D_D_D_B_B -847.94256553
e2ts_C_D_E_D_B_B-e2ts_B_D_E_D_B_B e2ts_B_D_E_D_B_B -976.05805216
e2ts_C_D_E_D_B_A-e2ts_C_D_D_D_B_A e2ts_C_D_D_D_B_A -748.75015164
e2ts_C_D_E_D_B_A-e2ts_B_D_E_D_B_A e2ts_B_D_E_D_B_A -876.87050538
e2ts_C_D_E_D_A_A-e2ts_C_E_E_D_A_A e2ts_C_E_E_D_A_A -420.80641375
e2ts_C_D_E_D_A_A e2ts_C_D_E_D_A_A -404.76427199
e2ts_C_D_E_A_B_B-e2ts_C_D_E_E_B_B e2ts_C_D_E_E_B_B -880.02444568
e2ts_C_D_E_A_B_B-e2ts_C_D_E_C_B_B e2ts_C_D_E_C_B_B -916.91101741
e2ts_C_D_E_A_B_B-e2ts_C_D_D_A_B_B e2ts_C_D_D_A_B_B -808.76468950
e2ts_C_D_E_A_B_B-e2ts_C_C_E_A_B_B e2ts_C_C_E_A_B_B -877.69961047
e2ts_C_D_E_A_B_A-e2ts_C_C_E_A_B_A e2ts_C_C_E_A_B_A -778.50960183
e2ts_C_D_E_A_B_A-e2ts_B_D_E_A_B_A e2ts_B_D_E_A_B_A -837.69258067
e2ts_C_D_E_A_A_A-e2ts_C_E_E_A_A_A e2ts_C_E_E_A_A_A -381.62951063
e2ts_C_D_E_A_A_A-e2ts_C_C_E_A_A_A e2ts_C_C_E_A_A_A -418.48785915
e2ts_C_D_D_E_A_C-e2ts_E_D_D_E_A_A e2ts_E_D_D_E_A_A -367.89102538
e2ts_C_D_D_E_A_C-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.66566273
e2ts_C_D_D_E_A_C-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.58178623
e2ts_C_D_D_E_A_C-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.84715070
e2ts_C_D_D_E_A_C-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.66536236
e2ts_C_D_D_E_A_B-e2ts_D_D_D_E_A_A e2ts_D_D_D_E_A_A -351.84620669
e2ts_C_D_D_E_A_B-e2ts_C_D_E_E_A_A e2ts_C_D_E_E_A_A -420.80850591
e2ts_C_D_D_E_A_B-e2ts_C_D_A_E_A_A e2ts_C_D_A_E_A_A -365.58350765
e2ts_C_D_D_E_A_B-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.66567244
e2ts_C_D_D_E_A_B-e2ts_C_A_D_E_A_A e2ts_C_A_D_E_A_A -365.58178779
e2ts_C_D_D_E_A_B-e2ts_B_D_D_E_A_A e2ts_B_D_D_E_A_A -516.84719234
e2ts_C_D_D_E_A_B-e2ts_A_D_D_E_A_A e2ts_A_D_D_E_A_A -312.66534176
e2ts_C_D_D_E_A_A-e2ts_C_C_D_E_A_A e2ts_C_C_D_E_A_A -457.66569646
e2ts_C_D_D_E_A_A e2ts_C_D_D_E_A_A -404.76276246
